bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,zipcode,log_sqft_lot,was_renovated,age,price
5.0,4.75,5180,2.0,0,2,3,4070,1110,37,38,9.787627666441592,0,13,1075000.0
3.0,3.5,1590,3.0,0,0,3,1590,0,34,47,7.005789019253503,0,4,518500.0
3.0,2.5,2490,2.0,0,0,5,1670,820,34,52,8.294299608857235,0,96,1145000.0
4.0,4.5,6640,2.0,0,0,3,6640,0,41,44,10.884273054590794,0,21,1820000.0
1.0,1.0,850,1.0,0,0,2,850,0,34,57,8.993551586299981,0,108,165000.0
3.0,2.5,3830,2.0,0,0,3,3830,0,3,5,10.79433739192833,0,23,1150000.0
4.0,2.75,2790,2.0,0,0,3,2790,0,26,27,8.617581365447506,0,0,483453.0
3.0,2.0,1840,1.0,0,0,5,1010,830,34,56,8.46611040118692,0,63,730001.0
5.0,3.25,3370,1.0,0,2,5,2000,1370,22,25,9.767610553984774,0,32,1550000.0
3.0,2.25,2110,1.0,0,0,4,1360,750,14,13,8.9445502459405,0,41,225279.428571
4.0,3.5,2630,1.5,0,3,3,1640,990,33,72,8.142063283104147,0,30,325000.0
3.0,1.5,1820,1.5,0,0,3,1640,180,34,58,8.65817178467581,0,68,683500.0
3.0,1.0,1220,1.0,0,0,3,1220,0,18,22,8.971702399703325,1,48,348580.0
3.0,2.5,2030,2.0,0,0,4,2030,0,15,17,8.849513965486398,0,23,525000.0
4.0,2.0,1890,2.0,0,0,3,1890,0,17,18,8.74878098951311,0,17,282000.0
3.0,1.0,980,1.5,0,0,3,980,0,34,57,8.036249942132116,1,111,197500.0
2.0,1.75,2040,1.5,1,3,4,2040,0,40,40,10.26095218458911,1,95,615000.0
3.0,1.75,2320,2.0,0,0,3,2320,0,34,54,9.296609807128359,1,79,737500.0
2.0,1.0,1260,1.0,0,0,3,690,570,34,56,8.284251797621916,1,89,412000.0
2.0,2.0,1360,1.0,0,0,3,780,580,34,54,8.452974619089586,0,70,488000.0
4.0,2.5,2540,2.0,0,0,3,2540,0,34,51,8.517593111437565,0,9,487000.0
4.0,0.75,1440,1.0,0,0,3,1440,0,6,68,9.495594499353297,1,66,142500.0
3.0,1.0,970,1.0,0,0,4,970,0,14,13,9.16785032035523,0,47,209950.0
2.0,2.5,2150,1.0,0,0,3,2150,0,30,32,8.658866349732383,0,4,741500.0
3.0,2.0,1940,1.0,0,0,5,1940,0,3,6,10.928758241978418,0,60,732000.0
3.0,2.0,1410,1.0,0,0,4,1410,0,31,36,8.938925271988273,0,31,272500.0
4.0,2.75,2160,1.0,0,0,3,1430,730,34,54,8.518392471991719,1,27,550000.0
5.0,4.25,4860,1.5,0,1,5,3100,1760,34,53,9.154193211353181,0,109,2250000.0
3.0,1.75,1380,1.0,0,0,3,990,390,9,26,8.902591637374087,1,33,195000.0
4.0,1.5,1220,1.0,0,0,3,1220,0,3,7,9.266815218904162,1,49,418000.0
3.0,1.5,1660,1.0,0,0,4,1660,0,3,3,9.082279701908664,0,58,712500.0
2.0,1.0,860,1.0,0,0,4,860,0,31,35,8.262300941787448,0,83,290300.0
3.0,1.75,1850,1.0,0,0,4,1850,0,15,15,8.95364003713313,0,31,585000.0
6.0,3.5,3000,1.0,0,0,3,1500,1500,34,60,9.036225051729327,1,35,527000.0
5.0,2.75,3040,2.0,0,0,3,3040,0,3,5,9.235813167949214,0,21,667781.25
4.0,1.75,1770,1.0,0,0,4,1170,600,30,31,9.145908511816794,0,46,507000.0
4.0,2.5,2700,2.0,0,0,3,2700,0,31,37,8.546946149565585,0,7,550000.0
3.0,1.5,1370,1.0,0,0,4,1370,0,1,45,9.044403844431551,1,53,185000.0
3.0,1.5,1180,1.0,0,0,4,1180,0,1,1,8.895766604056085,0,46,209950.0
3.0,2.5,3170,2.0,0,0,3,2360,810,14,13,9.453364978883542,0,19,405000.0
4.0,1.75,2600,1.0,0,0,4,1610,990,17,19,9.33485624667375,0,45,304900.0
4.0,2.5,2040,1.5,0,0,4,2040,0,20,23,11.602190134721198,0,41,375000.0
4.0,2.5,1700,1.0,0,0,5,1700,0,18,22,9.105090961257085,0,42,410000.0
3.0,2.5,1550,2.0,0,0,5,1550,0,18,21,9.46660917372222,0,15,537000.0
3.0,1.5,2170,1.0,1,2,3,1130,1040,30,31,9.717218213494077,1,35,1150000.0
3.0,1.0,2110,1.0,0,0,5,1110,1000,18,21,9.21094019204815,1,90,475300.0
3.0,2.5,2590,1.0,0,0,4,2590,0,17,26,9.851193757814993,1,38,396500.0
3.0,2.5,3040,2.0,0,0,3,3040,0,1,45,8.886409166849282,0,11,330000.0
3.0,2.25,1780,1.0,0,0,3,1780,0,31,36,9.249176395761381,1,47,300000.0
6.0,4.25,6900,2.0,0,0,4,4820,2080,41,44,12.407857719841504,0,12,1135000.0
3.0,2.25,1630,2.0,0,0,3,1630,0,15,17,7.83241092718792,0,9,475000.0
3.0,3.0,1960,2.0,0,0,3,1600,360,15,17,7.063903961472068,0,7,556000.0
2.0,1.5,830,2.0,0,0,3,830,0,34,64,7.02108396428914,0,9,329445.0
4.0,2.25,2300,1.0,0,0,3,1380,920,34,60,8.94910546953925,1,55,417000.0
4.0,2.5,3180,1.0,0,0,4,2390,790,3,6,10.37136392076569,1,36,1115000.0
5.0,2.25,2230,1.0,0,0,3,1320,910,41,44,9.169622538697624,0,36,482000.0
3.0,1.0,1080,1.0,0,0,3,1080,0,34,49,9.954370762850697,1,72,210000.0
3.0,4.25,2820,2.0,0,0,4,2460,360,34,53,8.881975184248867,0,84,1600000.0
3.0,2.5,1480,2.0,0,0,3,1480,0,18,21,9.564582358673212,0,18,466800.0
4.0,3.25,4130,2.0,0,0,3,4130,0,3,4,11.630904037063672,0,36,1900000.0
2.0,2.0,1140,1.0,0,0,3,1140,0,18,21,9.021960500598263,1,90,498000.0
3.0,2.0,1770,1.0,0,0,3,1770,0,1,0,8.853808274977197,0,28,241000.0
3.0,3.5,2380,2.0,0,3,3,1670,710,34,57,8.740496729931813,0,17,495000.0
2.0,1.0,910,1.0,0,0,3,910,0,34,57,8.73761303680885,1,71,155000.0
5.0,2.0,3370,1.5,0,0,4,2140,1230,34,52,8.517393171418904,0,107,762000.0
4.0,2.75,2300,1.0,0,3,5,1550,750,40,40,10.533002467851217,0,35,453000.0
5.0,3.0,2870,2.0,0,0,3,2090,780,5,9,8.382518288089635,0,7,540000.0
3.0,1.0,1060,1.0,0,0,4,1060,0,33,72,9.205026277152413,0,58,230000.0
4.0,2.5,2620,2.0,0,0,3,2620,0,9,26,8.405143687607614,0,6,300000.0
3.0,2.5,2670,2.0,0,0,3,2670,0,18,21,9.257414779362112,0,11,645325.0
3.0,3.25,3190,2.0,0,0,3,3190,0,15,17,8.572438665642215,0,7,757000.0
3.0,2.25,1400,2.0,0,0,3,1400,0,16,16,9.34145634983372,0,30,374500.0
5.0,2.0,2800,1.0,0,0,4,1400,1400,18,21,9.78633556772527,0,51,665000.0
2.0,1.75,1600,1.0,0,0,5,850,750,34,53,8.294299608857235,0,96,690000.0
3.0,2.5,2450,2.0,0,0,3,2450,0,30,32,8.374015421739909,0,4,660000.0
3.0,2.5,2440,2.0,0,0,3,2440,0,34,49,8.476579508530941,0,0,625000.0
4.0,3.5,4080,2.0,0,0,3,4080,0,30,32,9.274910142625483,0,9,920000.0
5.0,1.0,1590,1.5,0,0,3,1090,500,34,65,8.81001204797317,1,72,185000.0
4.0,2.5,2380,2.0,0,0,3,2380,0,15,43,9.505692950732183,0,22,648000.0
4.0,4.5,5420,1.0,0,0,3,3890,1530,30,32,11.532051392768706,0,13,1225000.0
3.0,1.75,1750,2.0,0,0,4,1750,0,1,1,9.346792495111682,1,38,232603.0
3.0,1.0,1160,1.0,0,0,4,1160,0,20,23,9.248117736310213,0,45,215000.0
4.0,2.25,1720,1.0,0,0,4,1120,600,14,13,9.185432736269998,1,36,264950.0
4.0,2.5,2720,2.0,0,0,3,2720,0,37,38,8.463581421967588,1,2,545000.0
4.0,2.5,2460,2.0,0,0,3,2460,0,31,36,8.535425959677298,0,11,427500.0
5.0,3.5,5430,2.0,0,2,3,4010,1420,3,5,9.242613932526478,0,7,1240000.0
4.0,2.75,2700,2.0,0,0,4,2100,600,34,55,8.699681400989514,0,104,749000.0
4.0,2.5,2090,2.0,0,0,3,2090,0,31,36,8.573573524852344,0,25,349950.0
2.0,1.0,630,1.0,0,0,3,630,0,34,49,8.343077871169383,1,84,148000.0
3.0,2.5,2550,2.0,0,0,3,2550,0,3,5,9.507403306233716,1,24,715000.0
3.0,1.75,1860,1.0,0,0,4,1860,0,14,13,9.660268836790868,0,43,275000.0
3.0,2.5,2740,2.0,0,2,3,2740,0,34,53,8.68710472813351,1,101,1157400.0
4.0,2.25,2920,2.0,0,0,4,2260,660,34,53,8.781708985836179,0,77,1738000.0
3.0,1.75,1380,1.5,0,0,3,1380,0,34,59,8.132412674500905,1,114,550000.0
3.0,1.75,1570,1.0,0,0,3,1570,0,12,12,9.04310445260027,0,23,195000.0
3.0,1.75,1700,1.0,0,0,3,1700,0,17,18,8.927048647825695,1,27,255000.0
4.0,3.5,3080,2.0,0,3,3,2300,780,34,74,8.479698986988657,1,77,1655000.0
6.0,2.0,2150,1.0,0,0,3,1270,880,34,58,8.41316512099219,1,62,755000.0
2.0,1.0,1080,1.0,0,0,3,1080,0,31,36,9.152287440527566,1,56,230000.0
3.0,2.0,2180,1.5,0,2,4,1680,500,34,61,8.512582578858554,0,84,555000.0
5.0,1.0,1460,2.0,0,0,4,1460,0,39,69,8.704999678440762,1,73,239950.0
3.0,1.5,1840,1.5,0,0,5,1340,500,34,50,8.517393171418904,0,99,750000.0
2.0,2.25,1330,2.0,0,0,3,1330,0,16,16,9.29090601981575,0,29,355000.0
4.0,1.0,1210,1.5,0,0,3,1210,0,34,47,8.232440158470336,1,114,452000.0
4.0,2.25,1790,1.0,0,0,4,1110,680,19,67,8.882391706295847,0,41,430000.0
2.0,1.5,880,2.0,0,0,3,880,0,34,61,7.05444965813294,0,7,210000.0
4.0,2.5,2340,2.0,0,0,3,2340,0,17,19,9.053569596026234,0,21,390000.0
2.0,2.5,2410,1.0,0,0,4,1940,470,13,14,11.536319674023819,1,102,600000.0
3.0,2.25,1390,3.0,0,0,3,1390,0,34,47,7.3031700512368,0,7,374950.0
4.0,2.5,2440,2.0,0,0,3,2440,0,30,31,8.486940148245216,1,1,745641.0
3.0,1.75,1170,1.0,0,0,3,1170,0,9,26,9.016755622903517,1,33,205000.0
4.0,2.5,2600,2.0,0,0,3,2600,0,34,54,8.881975184248867,1,52,691500.0
4.0,3.5,4370,2.0,0,0,3,4370,0,31,37,9.292933670280036,0,6,1025000.0
2.0,1.0,1290,1.0,0,0,4,1290,0,34,54,8.444837529224097,1,108,406062.5
3.0,2.5,1780,1.0,0,0,3,1230,550,34,49,8.820551743253025,1,24,310000.0
4.0,2.5,2580,2.0,0,0,3,2580,0,31,34,8.74209519574531,1,10,374000.0
3.0,2.5,2550,2.0,0,0,3,2550,0,30,32,10.72006844026127,0,13,695000.0
4.0,2.5,2440,2.0,0,0,3,2440,0,16,16,10.254355669441074,0,12,576000.0
3.0,2.25,2060,1.0,0,0,4,1560,500,14,2,10.555239657729688,1,36,306500.0
4.0,3.25,3090,2.0,0,4,3,3090,0,35,70,8.816556768641856,1,1,850000.0
3.0,2.25,1710,2.0,0,0,3,1710,0,32,42,9.975156839226488,0,25,482000.0
3.0,2.5,2290,3.0,0,0,4,2290,0,34,46,7.937017489515453,1,61,660000.0
3.0,1.5,1860,1.0,0,0,3,1200,660,39,72,8.982686665184087,1,51,288350.0
3.0,1.75,3400,1.0,0,2,5,1820,1580,34,48,9.101194924715385,0,57,1690000.0
2.0,1.0,1570,1.0,0,0,4,1150,420,34,70,9.01322999770879,0,62,506000.0
3.0,2.0,1470,1.0,0,0,3,1470,0,10,73,8.998384010052538,1,27,280000.0
3.0,2.25,1750,3.0,0,0,3,1750,0,34,50,7.539027055823995,0,13,525000.0
3.0,2.25,2910,2.0,0,0,3,2910,0,30,31,9.230633075243945,1,24,770000.0
4.0,3.5,3320,1.0,0,2,4,2040,1280,22,25,9.89600966268017,0,37,1025000.0
3.0,2.5,2730,2.0,0,0,3,2730,0,3,4,8.671286726753637,1,16,1000000.0
3.0,1.75,2150,1.0,0,0,3,1200,950,34,63,8.374246182096304,1,58,440825.0
3.0,2.25,1715,2.0,0,0,3,1715,0,14,2,8.827614750837508,0,19,257500.0
4.0,3.0,5940,2.0,0,4,3,4950,990,37,38,9.353054474175359,1,10,1149000.0
4.0,2.5,3340,2.0,0,1,3,2470,870,34,61,9.413199579987685,1,16,870000.0
3.0,2.5,1212,3.0,0,0,3,1212,0,34,60,7.069023426578259,1,10,340000.0
4.0,3.25,2980,2.0,0,3,3,2140,840,34,64,8.853808274977197,1,114,1400000.0
2.0,1.0,1500,1.0,0,0,3,1500,0,34,47,8.137688184977605,0,112,480000.0
4.0,2.0,1530,2.0,0,0,3,1530,0,31,36,8.760296220470051,1,72,231000.0
4.0,2.25,1900,1.0,0,0,3,1370,530,34,65,8.881975184248867,1,37,485000.0
5.0,3.25,3760,2.0,0,0,3,2550,1210,3,5,9.189423123720795,0,30,851000.0
4.0,1.75,1740,1.0,0,0,5,1740,0,3,7,8.94910546953925,0,46,600000.0
4.0,2.75,2000,2.0,0,0,3,2000,0,20,23,8.670429167315095,0,17,236000.0
3.0,1.75,1210,1.0,0,0,4,1210,0,27,28,8.996651979432729,0,31,215000.0
4.0,2.5,2740,2.0,0,0,3,2740,0,21,24,9.68084387626357,0,30,1225000.0
3.0,1.0,1390,1.0,0,0,4,1390,0,41,44,9.459073694289389,0,46,319000.0
3.0,1.0,1040,1.0,0,0,3,1040,0,11,11,9.003193193746572,1,31,234000.0
2.0,1.0,930,1.0,0,0,4,930,0,34,54,8.761080103868347,1,74,395000.0
3.0,1.0,1230,1.0,0,0,3,1230,0,14,2,9.076923258535832,1,49,205000.0
4.0,3.5,4000,2.0,0,0,3,4000,0,37,38,9.632597042724184,0,7,762000.0
4.0,2.5,2303,2.0,0,0,3,2303,0,1,0,8.210939733379021,1,1,329995.0
3.0,2.0,1750,1.0,0,0,3,1350,400,10,73,9.18512512283512,1,53,279950.0
2.0,1.75,2860,1.0,1,4,3,1510,1350,14,13,10.995628950073925,1,66,503000.0
2.0,2.0,1410,1.5,0,0,5,1410,0,28,29,9.415971471539095,1,105,439900.0
2.0,2.5,1160,2.0,0,0,3,1040,120,34,58,7.285506548522786,1,2,525000.0
2.0,1.0,1040,1.0,0,0,3,1040,0,34,54,8.617581365447506,1,63,535000.0
4.0,2.5,2180,1.0,0,0,4,1180,1000,30,31,9.224341891611996,0,46,540000.0
4.0,1.75,1280,1.0,0,0,3,860,420,34,56,8.709630081951286,1,88,575000.0
3.0,2.0,2020,1.0,0,0,3,1020,1000,3,7,9.001962272862446,1,51,507500.0
3.0,2.0,1550,1.0,0,0,3,1150,400,34,49,9.04899722156742,1,55,369000.0
3.0,2.0,2590,2.0,0,0,3,1980,610,20,23,11.598194491615347,1,26,503000.0
3.0,2.25,1700,1.5,0,0,3,1100,600,34,56,8.111928063310739,1,90,575000.0
3.0,1.0,1050,1.0,0,0,4,1050,0,31,34,8.517393171418904,0,47,200000.0
3.0,1.5,1060,1.0,0,0,3,1060,0,31,36,9.109414453386222,1,41,255000.0
3.0,1.5,1550,1.0,0,0,3,1080,470,34,62,8.513385953073284,0,36,359000.0
2.0,1.0,920,1.0,0,0,3,920,0,34,57,8.79497643168877,1,95,417000.0
3.0,1.0,1110,1.5,0,0,5,1110,0,34,74,8.699681400989514,1,82,589000.0
3.0,1.0,1210,1.5,0,0,4,1210,0,34,63,8.657129031713755,0,104,440000.0
2.0,1.0,1080,1.0,0,0,4,720,360,34,51,7.891704659330107,1,95,315000.0
3.0,1.75,1920,1.0,0,2,4,960,960,34,61,8.595264726836392,1,67,490000.0
4.0,2.0,2020,1.5,0,0,3,2020,0,26,27,10.793311098195112,1,65,356000.0
4.0,2.5,2380,2.0,0,0,3,2380,0,20,23,8.517393171418904,0,9,360000.0
3.0,2.5,1740,2.0,0,0,4,1740,0,3,7,9.528866827722945,0,39,645000.0
4.0,2.5,3030,1.5,0,0,4,3030,0,3,3,9.4407375520017,0,26,1050000.0
3.0,2.0,2250,1.0,0,0,4,1500,750,22,25,9.56626503452421,0,50,624800.0
3.0,3.25,1470,2.0,0,0,3,1180,290,34,51,7.119635638017636,0,6,300000.0
3.0,1.0,1010,1.0,0,0,3,1010,0,33,69,8.610865667278873,1,60,145000.0
5.0,2.75,2880,2.0,0,0,3,2880,0,31,37,9.031811613420924,0,8,525000.0
3.0,2.75,1800,1.0,0,0,4,1320,480,3,5,9.164401140034737,0,48,665000.0
3.0,2.5,2010,2.0,0,0,3,2010,0,40,40,9.567944883732848,1,37,350000.0
4.0,2.5,3010,2.0,0,0,3,3010,0,30,32,10.74017214809227,0,18,700000.0
3.0,1.5,1460,1.0,0,0,3,1460,0,10,66,9.201198714058899,1,62,310000.0
3.0,1.75,1660,1.0,0,0,3,1130,530,41,41,9.177197153382929,0,38,375000.0
3.0,2.5,2480,2.0,0,0,3,2480,0,30,31,8.544419177669829,0,14,641633.333333
4.0,2.75,1800,1.0,0,0,3,1050,750,31,33,8.604104563405533,0,12,344500.0
2.0,2.0,2260,1.0,0,0,3,2260,0,5,9,9.170039075202657,1,24,551000.0
4.0,2.5,3240,2.0,0,0,3,3240,0,30,31,9.918474682344376,0,29,749400.0
3.0,2.5,3310,2.0,0,2,3,2440,870,34,63,8.575650760987806,0,6,670000.0
4.0,2.75,2530,1.0,0,0,5,1280,1250,14,13,8.902591637374087,0,37,354950.0
3.0,1.0,1150,1.5,0,0,4,1150,0,1,1,8.476579508530941,0,76,200000.0
3.0,2.5,1620,2.0,0,0,3,1620,0,20,23,8.947285869349132,0,25,246500.0
4.0,2.25,3290,1.5,0,0,4,3290,0,22,25,9.41979059615839,0,46,947500.0
4.0,2.5,2890,2.0,0,0,3,2890,0,3,5,8.961750799330497,0,9,795000.0
3.0,1.0,1600,1.0,0,0,4,1600,0,31,34,8.899048433885268,1,56,340000.0
3.0,1.75,1300,1.0,0,0,3,1300,0,1,45,8.98205864280585,0,18,245100.0
2.0,1.0,1180,1.0,0,0,3,1180,0,34,71,9.143238568435446,0,96,160000.0
3.0,1.0,1280,1.5,0,0,3,1280,0,34,54,7.855932199718614,1,104,478000.0
4.0,2.5,2460,2.0,0,0,5,1620,840,34,53,8.517393171418904,0,76,965000.0
4.0,2.75,3310,2.0,0,0,3,3310,0,37,38,8.726967774991493,0,6,658000.0
5.0,2.75,3060,1.0,0,0,5,1600,1460,34,65,8.855948534052018,0,35,549900.0
4.0,1.0,1200,1.5,0,0,3,1200,0,34,62,7.683403681053826,0,81,240000.0
3.0,2.0,980,1.0,0,0,3,980,0,34,64,8.517393171418904,1,74,435000.0
3.0,1.5,1200,1.0,0,0,3,1030,170,34,53,8.738895704934043,1,62,718500.0
3.0,1.75,1670,1.0,0,0,3,1170,500,14,13,8.839421607620602,0,36,239950.0
2.0,1.75,1240,1.0,0,0,5,1240,0,34,61,8.766861821669803,1,90,471000.0
3.0,2.5,3720,2.0,0,0,3,3720,0,32,42,9.359708203627006,0,32,571986.111111
3.0,2.75,2470,2.0,0,0,3,2470,0,22,25,9.222861652529854,1,54,970500.0
4.0,3.0,1930,1.0,0,0,3,1200,730,11,11,8.016977746762262,0,8,330675.0
3.0,1.5,1270,1.0,0,0,4,1270,0,17,19,9.358846580275406,0,50,246500.0
3.0,2.0,1220,3.0,0,0,3,1220,0,34,47,7.079184394609668,0,7,355000.0
3.0,1.0,870,1.0,0,0,3,870,0,9,26,8.581294116822761,1,45,180000.0
3.0,2.5,1720,2.0,0,0,3,1240,480,34,63,7.447751280047908,1,10,398000.0
4.0,2.75,3870,2.0,0,0,3,3870,0,18,21,9.215029361462314,0,9,1399950.0
2.0,1.0,1500,1.0,0,0,3,1100,400,34,52,8.294299608857235,0,81,736000.0
3.0,2.5,2110,2.0,0,0,3,2110,0,17,26,8.323365694436081,0,25,345950.0
4.0,2.5,2640,2.0,0,0,3,2640,0,31,36,9.062536177207788,1,27,429900.0
3.0,3.25,2420,2.0,0,2,3,1840,580,34,52,7.562161631225652,0,8,1010000.0
4.0,1.75,3420,1.0,0,3,5,1770,1650,34,60,8.881975184248867,0,67,715000.0
4.0,3.25,4350,1.0,0,0,3,2200,2150,15,15,11.632937126505194,0,8,850000.0
3.0,2.25,1970,2.0,0,0,3,1680,290,34,51,7.774015077250727,0,6,415000.0
2.0,1.0,1290,2.0,0,0,3,1290,0,30,32,7.947678571301568,0,6,265000.0
3.0,2.5,1560,2.0,0,0,3,1560,0,20,23,8.343077871169383,0,11,295000.0
6.0,3.75,3010,2.0,0,0,3,2000,1010,34,47,8.380456667842767,0,0,1125000.0
3.0,1.0,850,1.0,0,0,3,850,0,35,67,8.840290669088972,1,66,325000.0
2.0,1.5,1295,2.0,0,0,3,1105,190,34,59,6.9975959829819265,0,7,487028.0
4.0,2.5,2210,1.0,0,2,4,1410,800,34,71,8.71292443512011,0,49,334000.0
3.0,4.5,3850,2.0,0,0,3,3120,730,30,32,11.046547255939533,1,1,915000.0
3.0,3.0,2600,1.5,0,3,3,1890,710,10,73,8.56388591940822,0,25,525000.0
3.0,2.5,1950,2.0,0,0,3,1950,0,32,42,9.20099685697303,1,26,530000.0
3.0,1.0,1160,1.5,0,0,3,1160,0,34,49,8.229777750081887,1,104,390000.0
4.0,2.25,2460,1.0,0,0,4,2460,0,3,6,10.701715209546581,1,57,900000.0
4.0,2.25,2000,2.0,0,0,3,2000,0,34,54,8.24301946898925,0,13,815000.0
3.0,2.25,1630,2.0,0,0,3,1630,0,15,17,8.247482004285693,0,9,497000.0
4.0,2.5,1700,2.0,0,0,4,1700,0,17,19,8.893023494394711,0,26,290000.0
3.0,2.5,3290,2.0,0,0,3,3290,0,30,31,8.82922635473185,0,14,930000.0
4.0,2.25,2160,1.0,0,0,3,2160,0,3,7,9.168893182062009,1,45,580000.0
3.0,2.0,2560,1.0,0,0,3,2560,0,1,45,12.28662906738383,0,28,560000.0
2.0,1.0,800,1.0,0,0,3,800,0,34,50,8.11102783819368,0,96,373500.0
5.0,3.0,4530,1.5,0,0,4,3200,1330,41,44,12.463606029291604,0,11,950000.0
3.0,2.5,1730,1.0,0,0,3,1210,520,18,22,9.046762057999363,1,45,460000.0
4.0,2.0,1470,1.0,0,0,4,1470,0,3,7,9.035510680940524,0,49,445000.0
3.0,2.5,2420,2.0,0,0,3,2420,0,37,38,8.896724917497897,1,16,482000.0
3.0,1.5,1540,2.0,0,0,3,1540,0,34,61,8.470939806898775,1,73,525000.0
3.0,1.0,1500,1.0,0,0,3,900,600,34,56,8.294299608857235,1,89,395000.0
2.0,1.5,1180,2.0,0,0,3,990,190,34,64,6.739336627357174,0,9,345000.0
3.0,1.75,1520,1.0,0,0,4,1520,0,20,23,9.62185381861855,0,46,290000.0
4.0,3.5,2550,2.0,0,0,3,2550,0,37,38,9.07096335550754,0,7,516000.0
3.0,2.5,2770,2.0,0,2,3,2770,0,3,7,9.28489110324048,0,22,749950.0
4.0,2.25,3550,1.0,0,0,3,1830,1720,3,5,9.539716058977092,0,4,859000.0
3.0,2.5,2630,1.0,0,0,4,1580,1050,3,5,9.220389707829185,0,47,852500.0
4.0,1.0,1200,1.5,0,0,3,1200,0,34,71,8.881975184248867,0,70,135333.333333
5.0,1.75,1890,1.5,0,0,3,1090,800,34,50,8.517393171418904,1,108,523460.0
2.0,1.0,950,1.0,0,2,3,850,100,34,47,8.412054873292933,1,88,500000.0
3.0,2.5,1690,2.0,0,0,3,1690,0,14,13,8.522379718103538,0,11,256883.0
5.0,1.75,1840,1.0,0,2,3,1360,480,6,68,9.254739959272866,1,66,395000.0
3.0,2.25,2090,1.0,0,0,3,1440,650,34,54,9.281171552736774,1,56,491950.0
3.0,1.0,1800,1.0,0,0,4,1200,600,34,61,8.6328406149422,1,72,383000.0
3.0,2.0,1540,1.0,0,0,3,1540,0,34,60,8.962007209588313,1,10,525000.0
2.0,1.0,840,1.0,0,0,3,840,0,34,63,8.352318548226004,1,66,325000.0
3.0,2.0,1350,1.0,0,0,3,1350,0,11,11,9.561067663645012,0,25,322500.0
3.0,1.75,2080,1.0,0,0,3,2080,0,18,21,11.235787606394119,1,56,800000.0
4.0,2.75,2190,2.0,0,0,3,2190,0,1,0,9.611663580917012,0,21,367300.0
2.0,1.75,1610,1.0,0,0,3,1010,600,34,51,8.748463629942055,1,73,346500.0
5.0,2.25,2570,1.0,0,1,3,1470,1100,25,68,9.47692648113323,1,64,519000.0
3.0,1.75,2470,1.0,0,1,4,1570,900,10,73,9.171703488361265,0,52,405000.0
3.0,2.0,1230,1.0,0,0,3,990,240,32,42,9.342595951096653,0,30,400000.0
4.0,2.5,1840,2.0,0,0,3,1400,440,34,49,7.354362330421477,1,10,274750.0
3.0,1.0,1060,1.0,0,0,4,1060,0,14,13,9.169622538697624,0,52,206000.0
3.0,1.5,1080,1.5,0,0,4,1080,0,34,54,7.9865049385539955,0,94,395000.0
4.0,2.5,2683,2.0,0,0,4,2683,0,30,31,10.606263229988029,0,27,681965.78125
4.0,1.5,1680,1.0,0,0,3,1130,550,35,70,9.316860215353856,1,55,380000.0
2.0,1.0,1350,1.0,0,2,4,1350,0,26,27,9.219993629004321,0,62,276900.0
5.0,3.0,2430,1.0,0,0,4,1370,1060,3,7,8.987321812850125,1,57,506000.0
3.0,2.0,1480,1.0,0,2,3,740,740,34,65,8.79497643168877,1,71,385000.0
4.0,2.5,3002,2.0,0,0,3,3002,0,17,19,8.706655856361559,1,10,394500.0
4.0,2.75,2200,1.0,0,0,4,1100,1100,3,5,9.187992508312275,0,52,505000.0
4.0,2.5,2590,2.0,0,0,3,2590,0,5,9,9.045937315684574,0,23,368112.5
4.0,2.5,1930,1.0,0,0,3,1120,810,1,0,9.066585468331045,1,33,250600.0
4.0,2.75,2110,1.0,0,0,3,1510,600,5,9,9.077037524661762,1,52,435000.0
3.0,1.5,1560,1.0,0,0,4,1040,520,1,0,8.895766604056085,0,50,224000.0
2.0,1.0,840,1.0,0,2,4,840,0,34,58,8.131824785007195,0,90,464600.0
3.0,2.5,2550,2.0,0,2,3,2550,0,34,64,8.881975184248867,1,33,1400000.0
3.0,1.75,1680,1.0,0,2,4,840,840,34,47,8.006700845440367,1,114,425000.0
3.0,2.5,2190,2.0,0,0,3,2190,0,32,42,9.246768728589734,1,27,665000.0
3.0,1.0,1100,1.5,0,4,4,1100,0,10,73,8.305731144875866,0,92,361000.0
4.0,1.75,1880,1.0,0,0,3,1130,750,34,69,9.082620630373812,1,54,284000.0
3.0,2.0,1170,1.0,0,0,3,1170,0,1,0,8.889997357284841,0,30,250000.0
3.0,2.0,1850,1.0,0,0,4,1150,700,1,1,9.018089684104343,0,62,257200.0
3.0,1.0,1060,1.0,0,0,5,1060,0,9,26,8.556606193773073,0,44,174950.0
3.0,3.0,4910,2.0,0,0,4,4000,910,3,6,10.681917533624532,0,25,1080000.0
4.0,2.5,3160,2.0,0,0,5,3160,0,22,25,9.487593248937424,0,49,950100.0
4.0,2.25,2380,2.0,0,0,3,1530,850,16,16,9.752664662801545,1,35,470000.0
3.0,2.5,2810,2.0,0,0,3,2810,0,30,31,8.594339400592892,0,9,739000.0
4.0,2.5,2700,2.0,0,0,3,2700,0,31,36,8.782015969721936,1,16,426500.0
3.0,1.0,1250,1.0,0,0,4,1250,0,34,61,8.476579508530941,1,63,326428.571429
4.0,2.5,2810,2.0,0,0,3,2810,0,3,5,9.26992916338784,0,25,810000.0
